"","Control_1","Control_2","Control_3","ZIKV_1","ZIKV_2","ZIKV_3"
"102723786",31,21,9,13,18,10
"794",53,42,30,23,39,21
"105371332",1,0,1,1,0,0
"105371333",0,1,0,0,0,0
"100189135",3,0,0,1,1,1
"7571",384,248,204,463,501,261
"7567",127,81,72,88,82,68
"105371335",0,0,0,2,0,1
"10164",10,10,9,5,9,7
"100132529",6,8,5,5,11,8
"6898",16,13,9,13,17,16
"105371334",0,0,0,1,1,0
"91862",94,47,49,67,59,36
"23035",1254,719,546,905,851,483
"100379141",0,1,0,0,1,0
"164",4780,3068,2286,2990,3144,1847
"692111",1,1,2,0,4,0
"342371",1456,955,709,1304,1429,809
"55565",205,139,89,212,249,138
"9798",4286,3025,2164,3435,3571,1818
"342372",14,7,6,45,56,22
"1723",859,567,435,521,588,337
"54957",990,583,404,852,1073,599
"3240",1,4,2,7,7,5
"3250",0,1,1,1,5,1
"9785",4512,3045,2292,3626,4061,2271
"83449",10,6,2,4,11,1
"105371341",2,0,0,1,0,0
"101927957",51,39,29,39,56,18
"101927978",24,8,15,17,25,8
"463",2266,1580,1051,1450,1749,977
"101928035",0,0,0,0,0,2
"5713",5282,3920,2679,3516,4113,2208
"283922",162,94,73,108,118,83
"440348",31,26,14,26,39,25
"105376772",8,8,3,9,12,2
"497190",93,47,43,69,71,30
"107984827",27,25,11,21,24,12
"2734",8650,5540,3833,4704,5320,2957
"55159",2907,1884,1389,1966,2191,1238
"197259",1499,1085,717,2389,2675,1349
"79152",1358,916,568,780,940,446
"105371343",0,0,0,0,1,0
"79726",1702,1088,830,1159,1265,682
"84937",926,709,462,597,648,373
"197257",137,95,60,52,80,41
"162239",438,309,164,322,343,212
"440387",6,2,3,24,34,15
"1504",9,7,2,21,28,18
"100506281",8,5,8,12,12,16
"9564",4318,2929,2100,3561,3945,2215
"105371344",7,3,3,6,8,5
"10428",2630,1954,1407,1568,2005,1028
"124491",1054,749,555,956,1069,565
"4166",30,32,15,20,36,17
"23563",38,17,17,17,31,9
"79583",557,342,239,364,370,222
"11345",2104,1574,1015,1472,1628,918
"23536",1637,1157,923,1145,1316,722
"3735",7803,5788,4084,5305,6269,3580
"54386",1963,1421,1041,2158,2428,1312
"100033411",0,1,0,3,2,1
"105371346",0,0,0,3,7,3
"105371348",3,3,1,5,4,2
"22879",2599,1906,1380,2014,2291,1266
"100130958",145,90,71,142,167,92
"170692",2,4,0,2,10,2
"283927",128,118,79,91,103,46
"107984878",0,1,2,4,1,0
"57687",1,1,0,2,0,1
"51741",362,285,153,214,263,136
"102724047",7,0,0,2,1,0
"105371354",2,2,2,0,1,0
"112268165",1,1,3,1,0,1
"107984806",0,0,0,1,1,0
"4094",75,57,34,62,83,36
"101928230",0,0,0,2,1,2
"105371356",0,0,0,0,0,1
"102467146",4,2,1,3,4,0
"101928248",2,1,1,2,2,0
"105371357",0,0,0,2,1,1
"105371358",0,0,0,3,13,4
"102724084",1,0,1,6,1,2
"83657",5,3,1,5,3,3
"101928276",0,0,0,0,1,0
"124359",38,38,10,87,107,65
"100996425",10,8,9,12,21,5
"56942",1682,1418,963,1431,1456,738
"55839",3641,2807,1874,2357,2655,1469
"107984858",159,101,87,102,120,72
"23300",2247,1437,1069,1442,1635,897
"123775",154,124,72,217,203,141
"105371361",2,3,1,8,4,2
"2653",2035,1536,1068,1133,1202,679
"114780",322,250,145,184,217,119
"53630",224,183,87,452,483,284
"8139",252,163,112,233,255,167
"100616150",8,3,2,4,3,4
"80790",10474,7160,5163,6571,7570,4221
"102465840",0,0,1,0,1,1
"102465251",1,0,0,0,0,0
"105371362",21,11,6,14,10,6
"100129617",38,16,9,26,23,14
"5336",253,141,115,546,570,335
"93517",30,25,19,28,31,11
"112268169",3,1,3,1,3,1
"3294",3,6,4,1,2,1
"105371363",0,0,0,1,0,0
"10200",1091,832,556,700,944,472
"1012",7,6,9,26,8,11
"101928446",0,0,0,1,0,0
"105371368",0,1,0,0,0,0
"102724163",0,0,0,1,1,0
"3281",6646,4967,3511,3974,5042,2764
"23417",872,589,485,587,708,401
"105371372",1,2,0,2,0,2
"29948",1559,1081,764,1169,1261,753
"54550",76,68,53,64,72,39
"146167",1,0,0,2,1,0
"8720",5914,3816,2730,3268,3618,1996
"83693",1033,765,553,576,642,350
"123872",261,191,126,240,251,135
"9013",2049,1417,982,1514,1769,906
"161931",0,0,0,2,0,0
"654780",0,0,0,1,2,0
"93107",0,1,0,1,0,0
"58189",3,3,0,0,0,1
"9914",155,106,80,93,115,58
"105371374",70,34,30,41,40,33
"57707",1584,1075,832,1077,1223,696
"23406",11075,9019,6078,8297,9032,5268
"105371376",2,1,2,9,15,8
"79786",1518,1072,734,1087,1201,723
"9100",5208,3528,2544,3633,4227,2383
"105371378",4,1,0,3,6,3
"83716",144,79,53,181,126,106
"101928474",2,1,0,2,0,0
"55625",3038,2096,1395,1675,1880,1041
"9764",349,207,148,238,263,177
"339145",1,0,1,0,0,1
"23199",3668,2337,1777,2609,2754,1659
"113219463",0,0,1,0,0,0
"197196",6,3,5,7,11,4
"107984830",72,54,37,50,48,27
"100847022",0,0,0,1,0,0
"101928502",6,4,2,8,8,4
"51659",1993,1606,1081,1161,1279,693
"404550",290,217,123,144,152,87
"100302261",1,0,0,0,0,0
"10328",1481,1182,815,1084,1141,713
"101928557",2,0,0,2,7,2
"1327",12464,9637,7035,8407,10213,5669
"3394",12,11,8,38,30,10
"102466732",1,0,0,0,0,0
"107984811",0,0,0,1,0,0
"400550",0,0,0,0,0,2
"2294",3,0,1,14,12,4
"64779",760,544,388,532,628,341
"146512",5,1,1,12,10,9
"103752587",4,5,0,8,7,6
"2303",29,28,15,67,66,47
"2300",78,51,41,42,56,42
"440390",0,0,0,0,1,0
"105371394",0,1,0,0,0,1
"101928708",1,0,1,0,0,0
"101928682",1,2,0,2,0,2
"100506581",353,263,173,240,263,156
"101928659",53,26,25,54,74,29
"79791",1243,810,586,878,991,582
"100189226",2,1,1,1,1,1
"81631",2402,1683,1252,3334,3515,1901
"23174",888,578,419,722,741,401
"101928737",6,3,4,4,6,2
"57338",86,45,43,52,42,32
"54758",1931,1423,1031,1467,1510,872
"100129215",17,12,6,12,9,8
"105371399",21,13,30,41,40,33
"102724467",11,10,5,23,37,15
"8140",78748,52405,37197,45859,52170,29904
"102465464",12,7,5,11,9,5
"113218509",2,1,2,3,4,3
"763",0,0,1,1,0,0
"54971",1143,815,599,812,1064,559
"101928880",0,1,0,1,0,2
"107984862",15,9,5,13,10,7
"84627",1220,764,569,575,534,318
"112268182",10,8,3,5,7,4
"161882",369,251,178,255,301,176
"100847057",1,0,1,0,0,0
"107984890",28,14,11,15,24,9
"100128882",9,15,11,13,11,3
"400555",51,34,25,32,39,11
"124245",4833,3401,2416,3474,4033,2274
"27189",1,2,0,5,2,2
"1535",10708,8179,5474,6410,8233,4016
"4597",1726,1294,904,1440,1911,1035
"197187",143,152,70,129,140,81
"333929",79,50,44,52,72,47
"115992",913,566,437,729,741,360
"348180",1075,844,547,855,905,491
"9780",6538,4052,2984,5102,5557,3234
"100616167",9,6,4,9,13,4
"100289580",138,69,54,106,91,66
"339059",0,4,5,3,6,0
"81620",1740,1283,899,1173,1198,745
"353",3048,2509,1751,2271,2347,1290
"2588",2694,1733,1198,1545,1873,916
"107983950",23,17,8,11,21,17
"51693",1220,866,669,675,837,403
"390748",6,5,5,1,6,3
"863",10,10,4,2,6,5
"101927793",1,3,0,0,3,0
"102724632",0,0,0,2,0,0
"107984871",1,2,1,0,0,2
"100129697",0,0,0,0,0,1
"105371411",0,0,0,1,0,0
"105371412",1,0,0,0,0,0
"197322",1227,915,627,926,1037,594
"283860",73,54,27,80,70,38
"400558",3,0,1,3,9,3
"1013",8,4,7,23,20,11
"146429",50,33,23,51,65,33
"197320",355,247,151,422,491,257
"29123",7196,4872,3589,4874,5753,3204
"105371414",181,146,96,126,193,82
"100287036",20,9,8,44,44,20
"101927817",14,5,3,6,10,7
"101930112",54,27,19,76,89,49
"101927863",33,17,12,38,47,21
"6687",4839,3413,2503,3326,3800,2082
"6137",30510,24224,17907,22457,25504,14087
"606500",75,44,38,49,74,37
"27132",1952,1403,1026,1444,1668,957
"1800",39,21,24,46,53,35
"5119",3635,2703,2020,2822,3106,1780
"124045",453,328,221,263,308,179
"105371416",35,24,23,28,23,19
"8558",2118,1619,1122,1514,1830,933
"124044",492,390,269,380,390,210
"9605",947,688,454,743,800,464
"100128881",707,554,395,467,538,322
"92822",1996,1270,898,1333,1563,877
"2175",2464,1708,1244,1655,1673,1040
"84501",854,582,435,524,613,347
"112268179",66,35,31,65,44,29
"22980",3163,2169,1613,2420,2622,1463
"4157",718,507,397,598,702,363
"10381",15074,11461,8145,10274,12652,7308
"54849",3057,2239,1505,2205,2432,1365
"109623464",11,10,3,9,8,1
"92806",621,412,304,394,458,235
"172",1176,732,537,753,907,436
"79007",1830,1447,974,797,1062,647
"2622",974,672,494,729,813,454
"750",55,20,24,40,34,17
"100130015",313,231,163,260,299,142
"11105",5,3,2,1,5,2
"100996541",12,10,11,40,62,37
"105376781",42,12,15,23,20,8
"101927999",15,8,6,11,13,9
"105371423",16,10,9,19,19,10
"107987240",1,0,0,0,0,0
"102723655",6,7,4,8,13,6
"102723713",9,9,7,18,18,5
"102723753",44,35,23,28,31,13
"107987384",0,0,0,0,0,1
"653562",0,1,0,2,0,0
"105379539",0,0,0,1,0,0
"102723841",0,0,0,0,1,0
"105379547",1,0,0,0,0,0
"102723890",0,0,0,0,1,0
"105377826",10,5,7,6,12,6
"101929823",37,35,26,23,25,19
"101929828",5,1,3,1,2,3
"653486",1,0,0,0,0,0
"8447",9,13,6,12,27,11
"100506371",0,0,0,2,1,0
"9501",1334,1036,710,910,1087,555
"100506388",26,15,7,30,27,13
"105371425",17,13,10,7,4,3
"105371430",70,51,28,39,45,19
"400566",142,107,48,78,86,39
"359845",536,407,303,278,310,185
"55275",2363,1725,1169,1663,1862,1068
"79850",1472,1055,717,718,922,437
"50628",3115,2067,1562,1783,1898,1073
"100131454",50,52,28,36,29,15
"51031",4137,2961,2180,2258,2859,1494
"55178",1593,1189,818,1258,1249,720
"64359",2216,1656,1188,1267,1377,858
"101927727",3,4,2,0,3,1
"29928",1843,1372,973,1113,1313,745
"29",3748,2632,1863,2144,2386,1407
"105371481",111,54,50,64,84,49
"100422835",1,0,0,0,1,1
"105371480",38,42,19,52,53,27
"105371479",0,0,0,0,0,1
"727857",2,0,0,1,0,0
"286753",0,0,0,2,4,0
"7531",32136,24057,16214,19245,22085,12884
"1398",4827,3372,2532,3545,4012,2248
"4641",14492,10467,7569,9257,10094,5916
"105371483",17,19,12,14,20,12
"51763",1330,990,723,852,1039,536
"100306951",291,257,138,212,232,119
"5306",3340,2400,1607,2159,2373,1435
"124935",704,462,313,321,333,237
"8578",17,11,3,26,20,12
"83547",177,164,111,241,281,134
"10594",17242,10776,7588,8906,9707,5719
"727910",455,285,241,272,372,184
"84981",975,639,461,964,1014,509
"407004",15,16,9,20,23,9
"124997",2491,1557,1154,1367,1385,834
"5345",120,99,69,63,81,54
"5176",138,91,67,77,75,51
"114826",1181,775,540,672,784,437
"6117",6797,4915,3436,3521,3831,2301
"146760",57,24,30,13,16,11
"105371486",4,1,2,2,6,0
"105371485",3,1,1,4,3,0
"1801",1973,1521,995,1328,1610,862
"124641",1172,926,606,806,966,506
"406921",2,1,1,0,4,5
"406994",3,1,0,0,0,0
"3090",497,370,259,370,467,218
"23293",1555,983,687,1086,1153,635
"107984988",7,5,2,12,10,4
"101927839",1,0,0,4,0,0
"63826",1702,1204,845,1207,1375,746
"55720",5511,3811,2695,3758,4098,2414
"692208",7,3,6,3,6,1
"692207",3,2,0,2,3,2
"9905",2620,1787,1320,1647,1822,1034
"101927864",287,195,149,197,209,126
"4335",1862,1170,872,963,1195,699
"284009",29,16,10,18,30,13
"79066",2693,1797,1309,1818,2008,1179
"5048",6689,4782,3249,4606,4777,2595
"105371490",84,67,49,57,72,39
"23277",8370,5642,4150,5155,5762,3321
"102465465",6,4,4,2,6,3
"105371592",48,31,34,45,48,24
"101928991",17,23,13,24,17,15
"23108",306,214,121,307,340,171
"101927911",18,15,8,13,17,8
"4995",0,0,0,2,1,1
"4994",0,0,0,1,0,0
"390756",0,0,0,0,1,0
"8392",0,0,0,0,1,0
"8388",0,0,0,0,0,1
"84690",3,1,1,2,1,1
"443",2,2,0,1,3,1
"162514",28,15,12,27,31,17
"7442",790,547,353,580,649,307
"23729",921,610,405,531,550,335
"1497",1191,827,631,629,796,488
"105371493",66,66,43,44,76,44
"105371492",333,219,165,184,237,129
"100533970",3502,2800,1997,2262,2787,1576
"30851",1918,1511,1111,1195,1424,805
"83460",1358,1122,758,956,1233,695
"5026",359,264,206,205,218,150
"3682",1448,1026,781,816,988,564
"83903",595,370,285,422,428,274
"55421",2633,1789,1277,1862,1970,1161
"84254",492,355,245,211,231,140
"489",594,406,284,342,375,219
"105371496",0,0,0,1,0,0
"23140",2790,1624,1216,1782,1925,1148
"124936",1060,741,574,936,1190,651
"51479",3512,2342,1649,4444,4223,2545
"7326",3597,2843,1767,2408,2506,1458
"201305",23,6,12,5,5,8
"107985053",0,0,0,0,2,0
"124976",213,131,118,157,162,112
"10514",6215,4475,3129,4193,4260,2486
"124975",0,0,0,0,0,1
"342527",1,1,0,4,3,2
"400568",1,0,0,2,4,3
"105371498",0,0,0,1,1,1
"246",3,4,3,8,13,7
"105371499",3,3,8,5,3,5
"27043",6526,4850,3322,4247,4986,2671
"101559451",51,60,37,58,75,38
"409",4665,3700,2601,2369,2950,1570
"400569",898,672,512,647,703,388
"58191",1024,747,527,1209,1303,684
"84225",124,75,65,199,239,132
"9032",56,33,20,29,34,20
"284013",55,34,25,64,48,30
"388323",111,102,70,122,88,77
"5694",5201,4361,2975,3451,4358,2394
"5338",1084,828,591,807,940,555
"50488",5902,4202,3041,4088,4617,2760
"1145",133,93,72,94,127,70
"100130311",10,9,8,18,16,10
"2811",156,83,73,86,96,59
"8402",4837,3742,2590,2830,3358,1886
"26001",5741,4456,3132,3421,4175,2327
"5216",60173,47126,34428,37353,50402,27225
"2027",2090,1440,1085,2668,2973,1530
"9552",2014,1603,1123,1619,1918,993
"23125",2309,1438,1064,1679,1805,1002
"102465521",3,3,2,4,3,4
"102465522",1,2,2,2,2,2
"101927979",152,95,70,225,250,131
"388324",81,50,37,151,162,78
"10749",10374,7658,5507,5673,6462,3748
"102724009",542,402,285,357,328,194
"105371501",10,8,5,17,18,9
"55065",40,21,17,20,27,17
"124961",106,72,54,140,182,100
"7775",419,250,170,245,324,174
"101928000",113,94,48,87,75,51
"9098",16,13,7,24,32,12
"84622",169,117,75,222,303,157
"100130950",22,14,9,18,23,16
"388325",14,9,7,19,21,12
"9135",3258,2209,1551,2034,2243,1328
"105371505",11,7,1,21,24,9
"4927",3149,2241,1564,2079,2297,1318
"84268",3141,2315,1666,2182,2622,1418
"708",12783,9642,6548,7071,7954,5150
"56919",2067,1355,1012,1417,1572,877
"105371506",0,1,0,0,0,1
"51009",3493,2516,1736,2700,3120,1618
"79003",1859,1266,896,1750,1856,1045
"728392",83,71,41,48,61,36
"22861",10,6,2,28,15,7
"339166",0,0,2,2,7,4
"23302",852,574,419,385,440,229
"105371509",0,2,0,0,0,0
"23746",0,0,0,3,5,15
"107985017",220,194,143,101,130,83
"54478",1174,947,606,665,755,449
"83394",296,196,148,166,163,97
"9851",1294,797,618,955,1055,635
"84817",2743,2192,1535,1980,2184,1147
"51003",516,373,294,355,438,228
"388327",118,108,64,153,116,55
"100616401",0,1,1,0,1,0
"100616466",0,0,1,0,1,0
"100652883",1,0,2,7,9,5
"284111",3,6,8,9,13,9
"54739",7,5,5,3812,4387,2192
"162517",0,1,1,0,4,5
"83659",0,0,0,0,0,1
"245",101,78,58,128,162,94
"100506713",58,40,28,84,91,69
"239",237,150,101,203,300,155
"100529209",2734,2164,1599,1845,2406,1332
"440400",2174,1698,1279,1514,1955,1073
"124944",605,499,343,434,553,295
"100506755",388,301,223,277,348,191
"255877",2,2,1,8,7,4
"201232",841,600,411,400,555,260
"162515",20,23,20,15,25,11
"10462",1,0,0,0,0,1
"433",2,1,0,3,2,1
"432",45,18,12,32,51,16
"1742",1837,1316,947,1158,1487,812
"37",13805,10132,7353,10707,12518,6700
"442898",34,22,18,28,56,18
"1856",2385,1762,1194,1483,1794,1054
"79142",2848,2059,1473,1757,2167,1245
"11337",6551,5165,3762,4212,4804,2753
"23399",7234,5369,3658,3801,5155,2840
"23587",2673,2037,1441,2011,2420,1284
"1366",39,28,11,16,18,11
"6517",10,6,1,15,8,3
"51087",35,23,21,15,28,9
"1984",45540,36335,25349,26607,36298,19930
"2874",4065,3009,2036,2176,3160,1866
"84461",2979,1954,1419,2262,2359,1443
"9744",361,267,205,567,625,336
"147040",272,205,134,388,455,243
"339168",0,0,0,4,0,0
"8711",208,145,88,151,175,100
"100529211",1011,826,563,497,726,443
"57048",425,318,234,222,288,181
"254863",819,707,437,445,596,371
"57555",2012,1276,975,1378,1662,959
"374768",0,0,0,2,3,1
"201243",2,1,0,1,5,3
"107983988",0,0,0,6,4,0
"284114",600,390,306,345,428,251
"2256",156,84,60,63,94,56
"1140",201,138,132,311,381,193
"57659",3521,2177,1653,2074,2432,1511
"643664",16,6,5,17,23,13
"5430",6354,3719,2577,10480,10938,5910
"407977",250,182,118,192,210,122
"8742",397,319,224,230,283,135
"8741",143,107,86,214,284,140
"26168",2635,1952,1370,1894,2096,1253
"100533955",23476,17921,12623,17484,19278,10853
"1973",20960,16077,11342,15738,17305,9678
"652965",10,9,6,14,27,6
"652966",65,52,31,57,67,29
"26781",146,111,80,139,145,74
"968",920,585,419,2027,2573,1328
"100996842",838,593,394,545,707,391
"9526",3543,2458,1684,2053,2251,1299
"6665",98,71,35,85,78,48
"9513",3537,2467,1662,2896,3430,1889
"6462",26,7,9,40,50,21
"112483",1486,1111,848,1075,1279,651
"482",6,3,5,41,60,30
"7157",3200,2250,1608,2267,2579,1463
"55135",1595,1188,819,1250,1411,748
"1949",54,28,10,16,37,16
"146754",8,4,5,35,43,18
"118432",0,0,0,0,1,0
"23135",1013,694,557,1849,2021,1079
"107987244",49,33,25,91,87,53
"92162",13,10,6,77,101,58
"84316",2597,2199,1426,1959,2169,1144
"124637",1120,840,589,740,797,509
"1107",13948,9382,6737,7526,8908,5012
"677763",0,1,3,0,1,2
"284023",149,72,58,87,96,51
"9196",101,49,58,56,76,39
"58485",5325,4488,3163,3107,4269,2351
"116840",1967,1349,1038,1499,1722,912
"3000",8,6,6,12,6,11
"247",0,0,0,2,2,0
"242",114,69,45,153,174,74
"107985075",130,91,55,152,206,89
"59344",25,18,23,77,84,35
"7206",0,1,0,1,2,0
"7228",0,0,0,0,3,0
"84667",60,48,50,138,202,106
"7230",0,0,0,3,1,1
"7196",3,3,2,5,7,3
"100189037",1,0,0,0,1,0
"5187",363,241,176,451,465,250
"102465532",2,0,0,2,2,1
"6844",1188,817,602,1681,2273,1069
"84314",436,317,190,188,215,133
"727676",20,15,10,8,7,9
"105371520",20,13,12,6,9,3
"100189331",0,0,0,0,2,0
"100616406",0,0,0,0,1,0
"100189187",0,0,0,2,0,0
"100189387",0,0,0,1,0,0
"54785",527,365,257,449,609,337
"9212",3004,2277,1734,1620,2058,1264
"284029",9,10,11,11,28,22
"100189123",7,5,5,5,15,13
"100189383",0,0,0,1,0,1
"80169",1180,830,559,770,851,464
"100189222",7,8,4,1,8,2
"100189184",4,4,7,7,4,3
"100189393",14,16,11,15,10,6
"5198",4553,3004,2148,2565,2675,1546
"399512",1193,826,587,700,825,484
"29098",635,480,348,457,508,295
"22899",0,0,1,0,0,0
"146852",0,0,0,0,1,0
"100128288",133,70,59,58,77,48
"124751",162,128,66,87,105,56
"6154",18579,16223,10379,12787,14859,7884
"643904",11,9,7,36,39,19
"81565",1605,1127,747,1619,1810,1005
"4628",4743,2986,2132,2169,2339,1411
"107987245",260,163,119,129,172,85
"102724262",62,29,27,30,29,14
"105371525",0,0,0,16,21,20
"105371526",0,0,0,4,5,3
"146849",0,0,0,2,1,3
"105371529",0,0,0,3,0,3
"388333",0,0,0,2,6,1
"23533",0,3,0,16,12,10
"101928235",0,0,0,0,0,1
"9423",38,17,19,24,52,40
"101928266",0,0,0,1,2,1
"9482",1082,850,579,711,854,446
"146845",27,9,3,23,39,27
"124739",238,147,95,589,572,307
"107985011",5,6,9,29,35,28
"201140",0,0,0,0,1,0
"644070",0,1,1,0,0,0
"9340",773,504,377,427,429,255
"5957",1,0,0,3,1,2
"8522",64,32,34,118,132,84
"8735",1,0,1,8,5,10
"107985004",0,0,0,3,2,1
"100128560",2,0,0,1,3,1
"4626",0,0,0,0,0,1
"4622",1,0,0,2,1,2
"4619",0,0,1,0,0,0
"4620",0,0,0,0,4,0
"4621",228,153,114,275,273,164
"6341",3987,2737,1917,2590,2943,1656
"56985",168,125,65,210,298,162
"388335",120,79,69,92,130,64
"100506898",8,10,5,17,11,8
"101101775",18,19,8,11,19,12
"100289255",1,0,0,0,0,0
"644139",0,0,0,0,0,3
"388336",0,0,0,0,1,0
"1770",5,1,2,7,6,2
"7566",432,361,217,308,365,160
"6416",1623,1145,790,1155,1255,696
"100126313",0,1,0,0,0,0
"93649",245,138,124,166,190,110
"100128006",18,7,14,10,14,5
"9912",423,305,262,219,279,155
"60528",6050,4363,2985,4119,4489,2426
"9955",6,5,5,20,12,5
"107985014",22,15,11,14,19,11
"100506974",2,5,0,1,5,4
"94158",40,21,16,15,14,11
"100874058",273,180,121,154,185,127
"1352",890,644,494,660,746,426
"146822",13,8,8,14,12,9
"9953",60,38,34,108,104,70
"84815",0,1,2,6,1,3
"107985080",0,0,0,8,7,0
"105371547",0,0,0,1,0,0
"5376",1028,686,475,920,1042,543
"64518",0,1,0,5,4,4
"100533496",277,154,117,268,317,170
"284040",176,97,78,185,213,112
"94145",5,0,3,10,4,1
"201158",373,212,143,327,361,211
"374286",309,201,125,252,241,160
"10626",11539,8404,6254,6719,8067,4693
"57335",921,676,470,759,909,460
"353149",2,0,2,4,2,3
"105371560",0,0,0,0,1,0
"105371559",1,0,0,1,1,0
"644694",1,0,0,0,0,0
"4213",379,285,207,280,357,182
"101928567",0,0,0,0,1,0
"105371557",0,0,0,0,1,0
"136",689,496,310,299,351,231
"125150",1141,908,596,660,826,438
"54902",2091,1414,916,1299,1433,774
"9611",6585,4339,3130,4148,4789,2679
"9487",1067,765,520,714,745,437
"201161",1166,825,531,469,504,363
"7314",51909,42994,28040,36924,41476,22232
"51393",6,7,3,8,15,18
"125144",11065,8503,6025,7560,8651,4977
"692087",1852,1495,1043,1125,1367,757
"26800",127,99,64,97,110,49
"692106",67,40,27,83,82,38
"388341",2240,1976,1384,1598,2116,1110
"105371554",42,30,16,62,80,45
"57336",479,322,259,255,299,146
"57547",126,67,64,74,98,60
"9720",428,226,169,200,274,146
"162632",1127,754,502,707,779,391
"100129396",17,6,14,5,8,1
"105371552",0,0,0,0,0,2
"400578",8,7,3,6,6,3
"105371551",1,0,0,3,3,0
"147228",0,0,0,14,6,4
"96597",0,0,0,0,0,1
"284191",0,0,0,1,1,0
"23164",16233,11070,8103,10238,11051,6151
"201164",271,161,129,152,176,95
"201163",1268,769,594,1341,1443,827
"8533",4106,3040,2143,2439,2944,1571
"56953",293,200,136,160,165,90
"55090",677,450,336,570,701,351
"51655",23,14,21,99,100,46
"10400",997,774,517,694,801,409
"105371564",7,3,5,13,23,7
"10743",3676,2478,1811,2689,2816,1622
"100861516",4,3,0,2,1,4
"140771",12,9,10,8,6,4
"6720",9053,6020,4224,6499,6976,3709
"102465466",23,16,9,8,12,7
"693120",11,7,2,7,8,3
"146691",1680,1159,779,1274,1358,735
"83450",112,69,42,66,92,43
"107984989",6,5,2,8,8,2
"91647",921,679,483,572,686,352
"79018",871,600,444,599,662,356
"1819",1877,1413,1086,1345,1442,851
"105371566",81,73,55,71,79,38
"51168",14,10,8,21,18,6
"105371567",1,0,0,2,0,0
"54890",4227,2987,2139,2701,2969,1725
"3996",1546,1051,822,1026,1164,662
"2314",11300,7740,5602,7757,8496,4862
"125170",568,373,240,316,316,203
"7156",2487,1795,1239,1909,2036,1165
"140775",1864,1177,889,1478,1551,867
"6470",2823,2002,1461,1437,1743,947
"102466733",5,6,1,4,7,1
"645027",2,2,0,5,2,3
"400579",81,69,45,142,195,116
"339240",3,3,0,5,8,6
"339241",0,1,1,19,22,9
"105371570",0,0,0,2,1,1
"729252",2,1,1,2,6,1
"105371569",2,1,0,0,1,0
"654346",3,1,0,6,4,8
"220594",145,83,52,84,92,49
"80039",7,5,0,7,7,2
"284047",120,83,57,94,128,58
"107985051",2,0,0,1,3,1
"254272",0,0,0,1,3,1
"729288",189,126,84,198,216,114
"2310",271,167,140,206,222,142
"147166",9433,7024,5200,5487,6349,3652
"10517",438,267,186,327,348,187
"51030",2653,1573,1179,1986,2292,1172
"101929141",8,7,4,9,11,4
"5636",1575,1028,712,1071,1177,695
"125206",392,278,205,390,449,230
"644815",2145,1473,1019,1986,2055,1187
"10750",13,12,10,59,82,32
"26851",19,10,6,68,63,25
"780852",6,6,3,15,19,11
"102724624",32,23,24,29,28,13
"780854",10,22,9,93,103,55
"400581",86,76,49,130,137,73
"79999",58,40,28,55,55,33
"780851",40,21,26,74,83,47
"780853",7,3,5,22,26,16
"388436",94,75,51,102,87,59
"22905",1236,941,620,910,946,563
"100874309",7,8,3,6,5,3
"100874018",13,4,9,18,16,8
"27077",1292,985,646,938,1065,560
"100302256",2,3,6,1,4,1
"105371573",17,3,5,17,9,3
"5598",970,679,452,630,742,400
"4239",40,17,23,17,21,11
"7732",42,20,14,20,32,10
"105371574",2,0,1,1,1,0
"107984995",0,1,0,0,1,0
"100189203",0,0,0,0,0,1
"55244",1361,912,651,597,720,422
