"","WT_Mock_1","WT_Mock_2","WT_Mock_3","KO_Mock_1","KO_Mock_2","KO_Mock_3","WT_ZIKV_1","WT_ZIKV_2","WT_ZIKV_3","KO_ZIKV_1","KO_ZIKV_2","KO_ZIKV_3"
"1572",28,9,14,11,6,7,13,23,1,6,18,8
"29785",6060,3913,2855,1319,1139,1680,3317,4069,2209,958,1671,1152
"558",5668,3637,2690,10806,9835,13778,4588,4718,2768,7173,9823,8225
"11100",18272,13246,9143,14752,13047,18799,10759,12083,7207,8368,12055,9773
"105372401",1500,1188,789,1212,1029,1486,837,1112,612,713,1057,832
"90324",2604,1902,1300,1722,1589,2094,2295,2589,1342,1374,1988,1599
"7040",5612,4088,2883,5145,4685,6755,3064,4113,2246,3334,5245,4003
"80776",472,319,256,384,286,431,296,349,204,232,346,273
"641649",553,342,277,386,400,544,343,374,200,274,435,337
"56915",2720,2419,1558,2389,1915,2789,1805,2201,1188,1207,1772,1545
"593",2658,1980,1429,2052,1735,2442,1799,2407,1219,1348,2031,1638
"374907",19,9,6,5,15,20,20,32,15,9,26,17
"55101",3526,2741,2016,2648,2155,3114,2370,2640,1515,1431,2091,1721
"100170765",6,2,2,0,1,2,16,14,8,5,4,2
"107985329",0,0,0,0,1,0,3,5,2,9,5,1
"100505495",0,2,1,2,3,3,4,10,2,6,3,3
"101927931",3,6,3,2,1,1,9,13,11,7,9,3
"90273",0,0,0,0,0,0,4,2,2,0,0,0
"105372404",0,0,0,0,0,0,0,1,0,0,0,0
"1089",0,0,0,0,0,0,1,0,0,0,0,0
"1087",159,101,70,1,0,0,70,69,23,1,7,3
"1048",671,431,282,5,2,16,803,939,447,16,8,9
"4680",9196,6108,3941,207,188,389,8229,8754,4537,200,271,259
"112268252",979,590,397,22,16,44,677,831,496,22,33,27
"1084",1,1,0,0,1,0,20,2,6,0,1,0
"147719",0,0,0,0,0,0,4,1,2,0,1,2
"63946",0,0,0,0,0,0,0,0,1,1,0,0
"6223",44424,36145,25441,42313,33464,47225,33278,38779,21011,24999,36549,30167
"102465478",24,15,15,16,26,31,23,48,16,14,22,14
"973",15,17,17,19,14,13,48,79,40,20,35,38
"9138",5329,3796,2650,3732,3358,5038,3784,4330,2339,2690,3988,3346
"390937",23,16,13,14,11,12,33,30,14,9,24,18
"10567",5899,4618,3143,3664,3240,4341,5659,6398,3090,2626,4095,3336
"478",296,207,155,155,142,212,194,237,124,165,168,158
"2901",112,76,71,69,70,77,236,246,141,224,313,232
"64763",2124,1534,1097,1875,1602,2207,2058,2335,1303,1956,2808,2383
"5452",49,39,35,27,34,27,74,90,48,44,62,56
"100505622",1,0,0,0,0,1,0,0,0,0,0,1
"162989",2758,2107,1524,2206,1791,2611,2121,2486,1376,1456,2214,1915
"116115",1495,1069,748,1141,1025,1380,1127,1381,746,990,1342,1190
"2931",6386,4795,3264,4391,3587,5237,4375,5096,2874,3038,4158,3566
"2077",6429,4711,3201,4743,4112,6007,4855,6236,3602,4995,6890,5417
"23152",4686,3181,2245,3456,3324,4508,4554,4719,2741,4316,6126,4700
"5050",2283,1734,1261,1713,1395,1994,1604,1672,920,787,1146,959
"284338",1208,979,695,976,770,1074,818,910,468,436,642,494
"284339",368,278,190,241,254,296,173,244,142,90,164,127
"1954",9335,5670,4261,6560,6514,8697,5452,6122,3509,4651,6615,5158
"84518",183,166,105,113,81,123,189,155,108,57,94,72
"101930071",69,54,41,33,37,47,61,60,36,23,40,41
"100996307",60,53,29,27,26,34,53,51,33,32,43,33
"3991",344,211,168,210,209,263,244,251,150,176,241,187
"284340",5,9,0,3,2,2,3,6,6,1,1,2
"634",393,172,129,47,48,81,1818,1883,986,280,387,303
"105372407",6,2,5,4,6,1,5,17,12,3,8,1
"1088",0,0,2,0,0,0,1,0,1,0,2,1
"5671",0,2,2,2,2,1,8,3,1,1,0,1
"440533",1,3,1,0,0,1,4,5,1,4,1,4
"100289650",3,3,0,0,0,1,1,2,0,0,3,1
"653492",0,2,0,0,0,0,2,3,5,2,2,5
"5669",18,14,8,8,13,11,9,12,6,8,10,4
"5675",1,1,1,0,0,2,3,2,1,0,0,3
"5676",6,2,5,3,4,3,0,1,2,0,0,0
"5680",0,0,1,0,0,3,8,2,1,1,1,1
"5670",3,2,1,1,0,4,1,3,1,1,2,0
"5673",34,35,18,10,16,22,13,17,12,15,15,20
"5672",89,73,48,16,14,32,97,113,75,44,53,48
"284344",1,0,1,1,1,3,13,23,16,26,30,29
"5678",3,5,3,1,4,4,7,3,5,1,7,6
"23574",0,0,0,0,0,0,1,0,0,0,1,0
"57126",2,1,1,6,1,4,3,4,4,3,8,3
"83639",0,0,0,0,1,0,1,2,3,4,2,4
"27076",6,17,8,7,1,2,23,47,17,14,24,24
"653583",549,377,260,390,303,413,534,661,345,513,726,563
"23474",1724,1448,882,977,820,1123,1285,1427,807,586,895,700
"284346",114,102,62,69,82,83,78,116,45,47,62,72
"7515",2810,1988,1400,1896,1670,2407,2068,2304,1323,1700,2609,2059
"390940",6,1,2,9,10,5,172,215,114,377,508,415
"126298",1463,991,761,840,726,1053,2311,2539,1456,1783,2410,1925
"79177",846,651,468,615,486,705,681,759,430,492,701,535
"126299",1300,1098,768,877,634,1000,972,1244,597,519,738,585
"100170229",717,641,455,486,383,531,618,729,374,335,450,371
"105372411",210,158,118,120,105,131,179,231,132,107,137,98
"199731",1289,957,645,503,453,642,718,932,520,304,423,392
"5329",2007,1261,960,957,896,1159,5236,5952,2837,3728,5340,4198
"105372412",8,9,7,9,6,7,93,112,71,202,259,164
"56269",2,0,0,0,0,0,9,9,3,12,19,10
"56006",2871,1979,1368,1610,1420,1932,2213,2353,1333,1375,2034,1741
"3783",2313,1652,1114,864,673,1008,1334,1450,804,482,743,570
"284348",8,3,0,3,0,1,12,17,13,0,1,5
"284349",355,226,185,207,164,231,342,365,192,197,273,255
"342908",23,13,8,8,14,23,13,27,17,11,21,20
"100505715",18,18,4,10,11,15,12,21,9,10,14,15
"7596",527,372,301,444,395,544,403,492,297,393,565,448
"7638",37,24,15,34,24,48,29,31,20,28,44,27
"7711",81,87,43,85,60,114,122,121,63,118,165,133
"101928063",45,38,24,42,28,46,55,53,34,62,80,55
"7773",134,89,70,136,93,141,134,135,85,130,179,146
"7673",103,70,51,53,51,52,145,166,63,95,131,114
"7766",94,77,52,56,79,96,128,137,59,127,190,141
"342909",94,50,33,85,72,104,57,77,36,63,118,67
"7767",491,280,186,342,294,443,502,498,269,362,493,341
"100379224",206,124,82,161,127,206,208,230,117,158,192,152
"7768",227,118,106,126,134,209,233,229,112,187,259,184
"10780",303,181,159,290,242,325,258,308,189,186,286,214
"7769",516,326,223,391,328,496,506,583,303,416,592,484
"7770",558,363,228,452,427,594,391,459,261,396,596,556
"353355",53,38,35,60,41,85,39,61,25,44,61,46
"9310",139,110,76,117,132,203,135,139,91,144,152,115
"7771",210,119,78,151,162,213,246,214,134,175,216,213
"26974",124,113,63,150,142,161,81,117,45,97,133,94
"7772",94,76,55,79,98,125,133,137,73,129,171,127
"7733",580,457,271,443,352,546,450,464,255,388,571,461
"125931",1,4,4,0,2,3,35,50,16,39,102,46
"388550",2,0,0,3,1,1,31,29,19,39,42,30
"147710",56,27,27,21,23,21,49,41,30,41,70,53
"107985305",164,136,76,57,69,78,83,93,59,55,64,55
"5817",13445,8845,6396,7835,7017,9824,7932,9163,5195,5911,8219,6897
"100616355",2,1,0,2,0,3,0,3,1,0,0,0
"56971",968,652,458,416,346,528,776,1036,502,523,900,610
"107985306",91,60,40,46,28,57,52,65,34,46,80,68
"388551",29,7,21,11,14,15,20,34,13,15,22,19
"602",4928,3476,2266,2088,1781,2843,3347,3939,2030,2196,3112,2392
"102465879",56,33,29,19,22,29,21,39,20,14,23,13
"23624",0,0,1,0,0,0,2,4,0,0,3,0
"4059",5147,3480,2429,3064,2959,4166,2709,3015,1635,1254,2022,1566
"5819",7725,5462,3740,3794,3451,4894,7979,9242,4615,4405,6291,4990
"10452",11655,9040,6107,9021,6590,10299,6354,7677,4643,5762,7224,6292
"348",203,164,118,75,67,82,256,300,159,117,170,177
"341",173,130,71,168,143,223,107,113,74,95,146,103
"342",5,1,2,2,2,2,1,1,1,1,3,1
"346",1,0,0,1,1,1,1,4,1,1,0,0
"100533990",1,0,0,1,2,1,2,6,3,2,1,2
"344",0,0,0,1,0,0,1,1,0,1,0,2
"1209",12979,9049,6240,7208,6439,9079,7594,8896,4893,3910,5974,4660
"5971",526,402,312,494,416,568,1911,2077,1035,2952,4170,3394
"11129",3156,2340,1661,2352,2112,3069,2860,3668,1955,2197,3275,2614
"162979",136,94,66,81,75,106,303,319,191,302,413,314
"79760",973,758,491,680,608,806,936,994,537,662,973,844
"105372419",594,432,283,402,344,473,469,568,306,352,541,439
"284352",2403,1819,1252,1770,1405,2011,2204,2330,1267,1585,2251,1930
"284353",64,30,25,43,51,48,62,63,53,56,84,52
"105372420",11,4,3,9,14,11,7,12,5,10,11,12
"79090",1064,875,591,596,536,765,813,990,461,469,723,562
"388552",684,501,366,423,363,522,617,725,465,324,439,372
"90332",43,36,38,27,47,45,61,104,55,103,154,129
"57787",639,486,381,428,413,516,491,543,304,266,379,340
"1158",3,1,1,2,1,6,2,4,4,6,16,11
"147700",237,176,130,181,152,207,157,203,142,117,176,143
"2068",1182,791,612,918,805,1137,819,970,510,642,964,778
"10848",538,439,282,542,479,664,494,577,325,959,1270,1000
"10849",1405,1129,746,1277,1171,1635,823,989,574,912,1252,1047
"2067",3550,2774,1920,2758,2432,3404,2496,2951,1610,1993,2887,2317
"102464836",0,1,0,0,0,0,0,0,0,0,0,0
"2354",17,19,13,13,7,8,395,457,194,246,347,291
"6253",171,143,92,123,89,160,157,189,77,143,158,142
"147699",254,169,119,121,100,148,174,234,101,74,129,87
"107985314",7,10,7,8,5,11,6,17,6,15,10,10
"7408",4105,2962,2158,2939,2455,3521,3467,3806,2038,3168,4689,3917
"80207",2499,1771,1308,1676,1374,2022,1629,1788,1042,1226,1855,1515
"2828",3,2,2,1,2,1,6,12,6,5,7,9
"24139",1950,1458,1053,1192,1109,1526,1783,2119,1080,1328,1925,1475
"442902",7,1,3,1,1,0,3,3,3,5,3,6
"100287177",180,144,90,156,145,172,428,451,313,322,466,373
"2696",77,67,53,36,40,57,73,103,67,83,138,84
"6633",10736,8779,6283,9156,7555,10381,6168,8745,4788,4663,6687,5959
"54814",906,644,435,699,699,862,637,769,383,471,669,617
"23403",1329,929,698,1149,1058,1429,938,1062,582,711,1000,796
"388553",7,3,2,1,2,1,10,16,6,3,4,5
"147912",2362,1670,1126,1457,1268,1924,1595,1795,1006,1213,1616,1357
"109729182",437,328,235,362,326,460,377,420,256,332,503,371
"1760",3482,2499,2012,3175,2697,3906,2917,3387,1983,2953,4384,3394
"1762",2191,1533,1065,1618,1301,2036,1835,2272,1263,1848,2380,1928
"81492",1,2,1,4,0,1,17,31,14,19,14,18
"8189",7925,5563,3813,5216,4589,6479,5614,6247,3475,3678,5417,4197
"3171",355,268,165,134,120,145,228,274,139,153,246,178
"26145",3717,2870,1973,2119,1739,2484,2638,2966,1688,1726,2495,1896
"339344",889,662,476,525,462,669,509,604,346,260,389,295
"339345",3,3,0,1,0,1,6,4,2,0,6,3
"4858",38,33,20,19,17,18,23,24,16,14,39,14
"729440",533,360,227,370,271,448,284,347,228,216,263,209
"768217",1,0,0,0,0,0,1,0,0,0,2,0
"8993",26,13,10,16,15,20,8,7,7,11,15,8
"105372421",55,38,30,32,62,49,22,32,24,19,34,17
"444882",267,173,135,311,338,446,157,141,96,186,280,178
"147920",798,586,397,1121,1115,1426,550,708,447,730,1085,913
"388555",1,2,1,8,5,6,2,6,2,16,24,18
"105372424",50,43,44,34,21,36,44,64,47,26,44,40
"645553",563,393,326,653,608,887,316,384,268,384,654,482
"93429",49,29,19,52,54,63,62,84,46,109,136,133
"374918",15,6,0,2,3,6,25,25,15,27,26,24
"64344",0,0,0,0,0,1,3,10,2,6,11,11
"5536",5288,3956,2761,3168,2783,3805,3557,4070,2215,1941,2805,2151
"105372426",426,345,220,300,278,410,321,350,188,193,271,215
"83987",3,0,2,2,0,3,5,0,2,3,4,4
"55228",1078,641,509,602,558,765,484,508,311,267,358,336
"100506012",27,21,16,30,21,24,26,23,10,11,12,14
"57469",0,0,0,0,0,1,2,0,0,1,0,0
"808",19325,14601,10340,13074,10663,15361,11420,14145,8292,5103,7762,6403
"5739",3853,2955,2143,2484,2079,2941,2234,3023,1666,970,1509,1229
"94235",4,6,5,2,1,6,52,58,21,36,51,35
"147906",6,0,3,9,3,7,16,18,4,21,31,15
"100506068",4,8,1,4,3,9,13,15,6,9,7,3
"25865",2091,1535,1087,1634,1329,1742,4563,4987,2924,1702,2524,2046
"100422913",11,11,5,4,5,9,21,40,17,7,14,7
"107987269",106,95,61,67,55,76,198,220,140,85,118,81
"29888",4770,3361,2310,3115,2637,4112,3955,4478,2540,3163,4298,3505
"79147",1295,974,675,1055,1019,1376,1302,1546,864,1201,1711,1464
"6510",24768,16971,12124,21791,19077,26730,18846,21436,11893,17228,24725,19883
"100170220",2,0,0,0,0,0,6,4,8,4,7,1
"1175",5323,4297,3057,3868,3158,4490,3705,4549,2456,1961,3098,2499
"2909",7489,4756,3570,5258,4919,6918,3993,4421,2716,3228,4501,3762
"4861",163,117,94,88,65,125,111,138,62,77,99,81
"54958",1241,971,646,855,575,960,695,865,478,316,580,378
"23211",2444,1492,1046,1434,1362,1935,2339,2497,1470,1527,2135,1660
"10055",10808,8144,5766,8083,6574,9323,6876,7541,4426,4250,6331,5386
"27113",510,436,280,538,435,680,2131,2852,1515,2572,3550,2899
"100422899",4,4,3,7,5,9,25,21,13,17,29,18
"100422832",4,4,3,7,5,9,25,21,13,17,29,18
"26093",1552,1283,832,1217,1046,1396,1872,2168,1094,1480,2159,1721
"255783",395,297,208,262,192,317,376,428,285,404,411,388
"728",196,145,102,119,95,169,186,210,116,103,177,108
"27202",8,9,2,0,2,4,2,3,2,4,1,1
"9704",3652,2525,1884,2692,2367,3331,3098,3456,1934,2189,3267,2618
"56917",1432,1049,751,771,685,1027,1061,1333,756,698,952,750
"6543",15,12,8,2,6,15,207,240,146,235,342,294
"11133",966,759,529,737,614,916,870,939,551,508,770,655
"100505681",307,242,150,192,163,228,378,432,203,164,286,181
"8775",3147,2544,1672,2126,1788,2606,4743,5178,2750,1832,2803,2234
"84215",0,0,2,0,0,0,1,0,0,2,1,1
"29998",980,711,443,698,639,875,990,1153,582,692,1050,793
"30846",11311,8035,5563,5679,5143,7222,5580,6296,3896,2895,4456,3577
"29997",8651,7158,4945,9055,6781,9699,6343,7802,4161,5366,7984,6415
"692091",147,89,52,68,64,80,102,102,68,44,54,50
"106144593",47,46,37,57,40,66,57,66,41,42,62,62
"6415",4717,4163,2676,3003,2393,3424,3125,4131,2221,1809,2801,2433
"284355",1,0,0,0,0,1,8,6,3,2,1,1
"1406",0,1,0,0,0,0,5,28,0,4,5,47
"102725176",0,0,0,0,0,0,1,4,1,3,5,6
"6822",0,1,0,0,0,0,0,1,0,2,0,0
"64100",0,0,0,0,0,0,0,0,0,1,0,0
"56344",9,4,5,7,8,7,42,41,22,48,65,56
"8605",115,51,46,88,89,96,408,455,234,603,915,690
"106144526",12,6,5,15,8,14,58,66,37,100,152,129
"3978",4103,2772,2018,2524,2325,3224,2383,2801,1588,1214,1744,1478
"107985293",12,6,9,10,14,11,9,13,7,6,11,10
"374920",1301,850,622,1171,932,1456,878,1023,594,872,1225,940
"22900",1322,914,612,787,703,1009,968,1147,576,562,880,656
"100505812",63,53,28,30,31,49,53,88,50,42,63,53
"105372429",5,8,3,11,10,8,7,10,5,8,6,5
"163071",186,107,102,237,201,247,82,116,73,121,168,142
"93233",63,44,35,55,74,87,44,68,45,58,94,74
"2014",2611,2039,1395,3225,2624,3841,1540,2119,1153,2119,3075,2681
"55260",634,429,327,342,310,446,363,405,195,165,267,184
"23546",104,83,80,29,29,46,48,88,49,17,23,24
"10945",14414,10372,7339,9168,8002,10955,9069,10094,5298,4791,6957,5705
"2906",745,496,313,579,537,784,423,543,259,401,585,476
"83743",6138,4517,3317,4622,3813,5514,4986,5628,3201,2785,4068,3418
"3770",371,244,161,278,219,343,318,395,218,296,418,323
"9266",5774,3873,2894,3525,3150,4363,4421,5188,2798,3368,4691,3769
"114783",746,466,291,350,279,458,393,497,208,205,280,239
"6820",1168,901,646,120,79,121,583,746,417,50,74,64
"54854",44,38,24,37,35,45,96,105,56,51,75,84
"171169",20,12,5,6,5,16,39,31,21,19,30,24
"6141",27562,23248,15946,27726,21743,30486,17478,23783,12776,15512,22518,18962
"56848",1341,1014,753,1015,826,1215,1013,1036,600,640,933,763
"1628",460,298,244,361,283,366,213,261,163,160,228,161
"770",596,425,302,400,367,398,483,581,272,277,426,315
"653677",44,26,30,30,27,36,25,33,10,15,31,22
"126147",76,57,57,47,58,78,35,42,17,18,39,39
"105372431",6,2,10,7,10,12,11,5,5,7,4,2
"2524",49,21,27,44,37,47,25,28,16,20,39,23
"105447645",23,13,7,25,19,19,14,14,6,13,13,13
"284358",52,30,24,38,28,59,24,28,17,14,21,18
"54922",41,30,21,30,33,35,26,34,24,25,27,23
"284359",5,0,5,0,1,1,12,1,7,4,9,0
"2523",23,17,12,25,23,36,41,31,19,26,36,36
"26291",5,4,1,2,1,1,4,12,4,9,6,6
"587",3332,2496,1912,2418,2056,2741,2449,2794,1523,1560,2554,1951
"105372432",447,370,275,306,267,357,333,412,265,335,472,361
"51171",270,211,148,266,244,285,287,384,191,333,473,407
"57664",26,22,17,45,29,27,5100,5985,2995,3242,4376,3516
"23645",1255,838,873,1299,1149,1462,21020,24600,12178,26483,36207,29072
"7288",4,7,6,6,4,7,89,130,74,42,83,55
"4924",12051,8478,5991,8132,7116,9857,8157,9571,5151,4663,7170,5832
"100874085",2439,1644,1177,1670,1414,1937,1503,1845,1082,910,1385,1170
"27294",29,24,30,18,26,19,196,196,119,119,143,109
"581",7066,5874,3920,5643,4566,6790,4743,5672,3270,3521,5139,4267
"2512",219199,190380,129003,174618,140394,197385,140452,157189,91338,75730,113461,93038
"2997",2230,1486,1163,1068,944,1360,1328,1629,840,725,1002,772
"10856",9186,7102,5281,9497,7492,10376,5911,7297,4087,5085,7623,6228
"102466738",3,3,1,4,2,5,2,4,2,1,2,2
"3972",24,18,13,23,25,27,15,30,12,10,16,18
"101059948",17,13,5,12,13,9,27,20,12,15,19,15
"1082",15,8,7,27,15,22,17,18,8,28,58,41
"100170228",0,0,0,0,0,0,0,0,0,0,1,1
"114336",5,5,4,19,9,12,3,6,4,17,26,22
"114335",7,6,4,22,12,14,9,11,4,24,34,29
"100126780",0,0,0,0,0,0,1,0,0,1,1,0
"93659",15,7,11,32,22,27,23,9,5,42,59,51
"94115",35,23,15,93,57,92,27,29,20,90,151,103
"94027",28,21,19,35,30,51,30,47,17,43,87,60
"4909",53,23,18,37,26,41,20,25,19,35,39,30
"3743",3,3,0,7,7,6,4,10,8,11,22,11
"6625",18781,14017,9789,12500,10527,14923,13985,17359,9405,9076,13448,10909
"64130",312,255,174,180,173,260,214,276,190,142,182,170
"55150",101,69,49,54,44,63,95,99,54,50,58,54
"8541",499,360,260,332,275,437,467,536,278,249,419,350
"3270",7,6,1,3,3,6,7,8,4,6,3,6
"54795",1227,848,548,580,510,650,925,970,548,447,691,470
"107985340",0,1,1,1,0,3,3,0,2,0,1,2
"28968",172,107,72,101,97,147,109,104,81,70,104,69
"100422979",5,2,3,2,6,8,4,2,5,2,2,3
"951",101,68,46,73,68,96,70,72,61,56,56,35
"8463",896,681,560,688,690,971,752,942,517,407,624,511
"27120",31,20,6,14,17,22,22,25,18,5,23,14
"101928295",21,15,20,12,3,13,20,25,15,11,12,16
"147872",0,1,0,0,0,0,3,1,0,0,1,1
"113091",0,0,0,0,0,3,4,2,0,0,5,0
"100507003",12,7,2,1,0,2,3,11,5,1,3,5
"57030",11,13,14,12,7,16,23,29,24,26,36,8
"55011",2068,1635,1177,1940,1595,2139,1793,2145,1118,1528,2103,1657
"126133",2453,1823,1243,1698,1397,1987,1590,1850,969,904,1295,1069
"2323",31,17,21,31,16,31,178,196,103,85,132,80
"23521",109523,97102,65455,109385,86796,122113,76768,86982,47906,57887,85408,71579
"26819",180,123,88,99,105,144,115,152,72,69,97,71
"26818",48,29,27,30,24,49,32,37,24,18,32,29
"26817",33,32,22,28,18,36,29,35,15,17,18,13
"26816",65,47,35,50,38,64,43,53,29,25,36,33
"6205",45754,41046,26477,38738,31645,43407,26715,36969,20402,22057,32137,26768
"84546",144,93,84,99,82,147,159,130,74,89,138,95
"2217",1108,768,511,468,423,615,610,743,359,269,469,342
"57333",116,92,64,60,80,98,102,119,63,71,96,102
"51070",2621,2042,1413,2226,1858,2439,2023,2850,1589,1591,2363,1993
"5639",24,23,12,5,12,22,26,19,19,8,5,10
"57479",3437,2226,1520,1995,1997,2835,2099,2355,1281,1130,1701,1392
"6237",2109,1866,1265,1370,1166,1602,1473,2150,1141,1036,1711,1309
"58506",10920,8120,5395,7272,5772,9026,7695,9391,5475,6292,8448,6935
"3661",4415,3384,2454,3217,2606,3642,3030,3714,1951,2082,2871,2492
"83596",2863,2263,1491,2290,1923,2675,1954,2165,1255,1467,2122,1764
"3276",13343,10655,7285,12319,10113,14431,8840,11708,6423,8142,12061,10042
"100847074",0,1,0,1,1,1,1,1,0,0,1,2
"199800",319,228,153,279,229,360,236,275,146,179,238,194
"126129",264,215,150,89,87,135,194,249,164,105,143,122
"60385",0,1,0,0,0,0,2,1,1,0,3,0
"105372434",0,0,0,0,0,2,1,0,0,0,1,0
"160",6405,4376,3177,3584,3176,4583,4220,4465,2551,2396,3572,2914
"102465479",3,4,3,1,3,2,4,4,2,1,3,2
"80199",965,823,500,669,510,731,721,851,459,409,590,482
"105372435",166,154,94,116,75,128,126,150,85,71,89,87
"81857",2234,1715,1120,1424,1240,1764,2416,2744,1577,1034,1405,1197
"102465480",168,103,100,90,90,123,162,179,110,63,97,77
"100506033",195,167,101,188,171,209,238,259,138,136,187,162
"53635",4855,3681,2489,3292,2640,4302,3026,3762,2104,1868,2629,2137
"100616313",6,5,3,7,1,5,6,6,3,6,5,7
"101928378",2369,1758,1241,1630,1411,2035,1459,1889,1040,933,1353,1078
"11284",2128,1559,1084,1487,1320,1945,1532,1666,988,923,1417,1091
"84335",7058,5653,3861,5563,4705,6833,4485,5745,3102,4101,5727,4747
"79735",1659,1270,840,1304,1056,1458,1162,1302,709,894,1372,1176
"100616314",25,33,22,27,21,26,36,31,25,22,46,31
"259307",460,362,259,404,356,485,437,501,278,332,434,366
"23636",6571,4923,3453,5983,5118,7193,4618,5553,3088,3470,5232,4245
"22809",1852,1447,1015,1389,1125,1612,1906,2190,1172,1422,1985,1623
"100616483",237,195,119,163,130,177,222,322,158,181,288,221
"114132",0,2,0,0,1,0,3,7,1,7,6,4
"400709",14,10,2,7,7,11,44,31,26,18,14,23
"51231",1464,1186,794,1118,878,1259,1247,1469,811,859,1267,968
"25888",734,548,346,531,453,606,499,576,320,435,620,508
"400710",3,2,6,2,0,3,5,11,6,3,8,3
"100169955",0,0,0,0,0,0,1,0,0,0,0,0
"100170224",0,0,1,0,0,0,0,0,0,0,0,0
"105372436",0,0,0,0,0,1,0,1,0,0,1,1
"100170217",0,0,0,0,0,0,0,1,0,0,0,0
"126123",0,2,0,0,0,0,0,0,0,0,1,1
"79784",1785,1269,870,746,753,995,1062,1054,655,453,638,516
"3748",157,109,71,69,56,82,139,183,106,92,151,99
"105372437",20,12,5,9,5,13,15,20,10,10,9,15
"256236",17,12,9,12,6,13,137,117,61,15,18,19
"9476",162,117,85,113,100,118,138,138,75,77,105,95
"7376",5439,4230,2874,3264,2816,4016,3754,4439,2448,2262,3176,2607
"5424",5781,4167,2954,4938,4258,5943,3777,4266,2397,2341,3491,2938
"6689",30,25,20,15,19,28,21,26,10,18,13,11
"4606",0,3,1,0,1,0,10,10,1,1,4,7
"112703",1348,949,639,724,619,870,856,968,534,403,616,461
"284361",10463,7108,5152,5477,4767,6951,6369,7894,4058,2971,4738,3680
"126119",1930,1530,1195,1461,1172,1709,1444,1687,957,1057,1586,1231
"554235",47,28,23,12,13,19,66,85,47,32,57,43
"94030",106,104,67,73,59,82,85,125,61,42,73,44
"84258",96,70,54,36,26,45,68,72,26,19,27,27
"342918",222,194,129,114,88,133,143,199,110,79,126,110
"50944",36,34,26,25,12,24,37,56,32,24,45,32
"6320",251,197,140,152,59,129,160,185,99,60,67,74
"2854",2,0,0,1,0,0,1,0,1,0,0,1
"105372440",3,0,0,0,0,0,0,7,1,2,2,3
"105372439",5,6,1,4,5,3,14,7,16,12,12,11
"93650",14,15,6,16,9,17,30,25,27,32,28,15
"84798",5535,4406,3091,4953,3943,5876,4387,4932,2711,3076,4543,3703
"692203",181,162,83,142,148,194,130,134,94,66,96,74
"692202",7,10,5,3,8,10,5,10,4,3,3,1
"692204",32,33,16,27,16,38,27,31,13,20,33,19
"284365",8,3,7,6,2,4,21,17,6,8,20,15
"3816",4,1,2,0,0,0,2,1,1,0,1,0
"55554",0,0,0,0,0,4,1,1,2,1,1,1
"105372441",0,0,0,0,1,0,0,0,0,0,0,0
"354",0,0,0,0,0,0,0,0,0,0,1,3
"3817",9,4,0,0,0,0,5,8,1,1,1,4
"606293",4,2,8,2,4,1,78,129,42,67,85,58
"9622",0,0,0,0,0,0,0,0,0,3,0,0
"25818",3,1,0,0,0,0,0,0,0,0,0,0
"5653",4,2,2,1,0,1,2,2,3,1,0,0
"105372442",1,0,1,0,0,0,1,2,1,0,0,0
"5650",0,0,0,0,0,3,4,0,0,0,0,1
"284366",0,0,0,0,0,0,1,3,5,1,1,2
"5655",14,8,6,2,2,1,92,97,44,30,37,29
"11012",0,1,0,0,0,0,2,8,6,1,5,0
"43849",0,0,0,0,0,1,6,2,4,0,1,2
"26085",0,1,0,0,0,0,0,3,0,0,1,0
"43847",61,44,24,50,63,70,45,85,28,31,52,44
"90353",929,714,392,681,459,930,571,779,550,629,659,566
"27180",0,0,0,0,0,0,0,0,3,0,0,0
"101928517",0,0,0,0,0,0,2,0,1,0,0,1
"945",1,0,1,0,3,0,2,1,1,0,0,0
"284369",0,0,0,0,0,0,0,0,0,1,0,0
"105372444",3,1,0,1,0,0,0,0,0,0,0,0
"402665",69,26,36,22,18,19,70,116,66,17,31,36
"147645",925,658,428,382,303,452,953,1025,604,261,392,283
"2109",6306,5076,3499,3702,2867,4179,4053,4713,2523,1949,2832,2446
"125875",133,130,98,68,66,72,92,125,71,28,36,36
"4818",34,10,8,2,9,11,17,25,19,4,13,9
"3982",0,0,0,0,0,0,0,1,1,1,0,0
"105372446",29,16,13,11,13,7,9,13,6,12,8,9
"147646",1,0,0,0,1,0,2,0,0,1,0,0
"89790",42,34,21,16,27,21,35,30,16,16,11,19
"100129083",20,20,11,12,16,14,18,12,10,12,7,13
"7728",340,177,146,191,149,236,298,283,147,206,249,209
"729975",29,18,14,11,10,22,11,21,9,4,13,5
"8778",1,0,0,1,3,0,0,3,1,1,2,1
"100049587",1,0,1,0,1,0,1,3,1,3,2,3
"102238594",80,61,38,52,39,56,89,112,63,53,81,58
"147650",837,641,471,630,593,795,811,924,529,589,806,677
"407056",3,3,2,2,1,2,4,5,1,1,3,1
"406887",0,0,0,1,1,1,1,1,0,0,0,0
"406910",2,2,0,1,2,2,0,1,1,2,2,1
"3036",25,26,14,31,32,42,44,65,38,62,107,64
"2357",2,7,1,17,12,32,3,2,2,14,22,17
"2358",0,0,1,1,1,0,1,0,1,1,3,5
"2359",0,0,0,4,0,0,0,0,0,0,0,1
"84765",5,2,3,0,0,0,6,7,3,0,1,1
"101928571",0,1,0,0,0,0,1,1,1,0,0,0
